prison_id,name,type,population,annual_change_wbgt_26,total_change_wbgt_26,annual_change_wbgt_30,total_change_wbgt_30
112,MARION COUNTY JAIL,COUNTY,102,-0.07631578947369344,-2.976315789474044,-0.004655870445345471,-0.18157894736847335
1130,GARZA COUNTY JAIL,COUNTY,55,0.3036437246963602,11.842105263158048,-0.0028340080971661435,-0.11052631578947959
1135,ANSON COUNTY JAIL,COUNTY,68,0.18886639676113,7.36578947368407,-0.02813765182186376,-1.0973684210526866
1138,CROSS CITY EAST UNIT,STATE,364,0.4526315789473902,17.652631578948217,0.014979757085019496,0.5842105263157603
1139,KNOX COUNTY JAIL,COUNTY,7,-0.06943319838057078,-2.7078947368422606,0.00688259109311724,0.26842105263157234
1140,ST. CLAIR COUNTY JAIL,COUNTY,90,0.16619433198380493,6.4815789473683925,0.06234817813765371,2.431578947368495
1142,LOVELOCK CORRECTIONAL CENTER,STATE,1681,0.03704453441295395,1.4447368421052043,0,0
1145,WARREN COUNTY JAIL,COUNTY,31,0.05040485829959113,1.9657894736840542,0.011538461538460863,0.44999999999997364
1147,WARM SPRINGS CORRECTIONAL CENTER,STATE,573,0.05161943319838066,2.0131578947368456,0,0
1150,NORTHERN NEVADA CORRECTIONAL CENTER,STATE,1411,0.023481781376517744,0.9157894736841921,0,0
1151,SOUTHERN DESERT CORRECTIONAL CENTER,STATE,2150,-0.09493927125507638,-3.702631578947979,0,0
1154,CALIENTE YOUTH CENTER,STATE,115,0.11963562753036039,4.665789473684055,0,0
1155,NEVADA YOUTH TRAINING CENTER,STATE,51,0.01740890688259017,0.6789473684210166,0,0
1156,SUMMIT VIEW YOUTH CENTER,STATE,34,0.14635627530363254,5.707894736841669,-0.038461538461541815,-1.5000000000001308
1158,BRUNSWICK COUNTY DETENTION CENTER,COUNTY,250,0.569838056680167,22.22368421052651,0.12145748987854273,4.736842105263166
115,CIMARRON COUNTY JAIL / COURTHOUSE,COUNTY,3,0.1700404858299629,6.631578947368553,0,0
1160,CHEYENNE COUNTY JAIL,COUNTY,17,0.04716599190283408,1.8394736842105293,0,0
1162,OWENS VALLEY CONSERVATION CAMP #26,STATE,96,0.06659919028340158,2.5973684210526615,0,0
1163,ROCKINGHAM COUNTY JAIL / HOUSE OF CORRECTIONS,COUNTY,222,0.06902834008097274,2.6921052631579365,0,0
1164,MERRIMACK COUNTY HOUSE OF CORRECTIONS,COUNTY,232,0.027125506072874218,1.0578947368420946,0,0
1165,PARLIN FORK CONSERVATION CAMP #6,STATE,100,0.04574898785425115,1.7842105263157948,8.097165991902887e-4,0.03157894736842126
1166,SALT CREEK CONSERVATION CAMP #7,STATE,120,0.09676113360322867,3.7736842105259183,-0.008704453441296106,-0.33947368421054813
1167,VENTURA CONSERVATION CAMP #46,STATE,79,0.01295546558704437,0.5052631578947304,0,0
1169,BUNCOMBE COUNTY DETENTION CENTER,COUNTY,459,-0.0014170040485852286,-0.05526315789482392,0,0
1171,BURKE COUNTY JAIL (DOWNTOWN JAIL),COUNTY,262,0.06275303643724028,2.447368421052371,-0.004048582995951614,-0.15789473684211294
1172,FRONTIER COUNTY JAIL,COUNTY,3,0.1334008097165966,5.202631578947267,0.0036437246963563832,0.14210526315789895
1173,FRANKLIN COUNTY JAIL,COUNTY,1,0.1246963562753026,4.863157894736801,0.015991902834008313,0.6236842105263242
1174,CABARRUS COUNTY JAIL,COUNTY,309,0.2840080971659937,11.076315789473753,-0.019028340080972532,-0.7421052631579288
1175,VALLEY VIEW CONSERVATION CAMP #34,STATE,107,0.09696356275303726,3.781578947368453,0,0
1178,MIRAMONTE CONSERVATION CAMP #5,STATE,78,0.39919028340081186,15.568421052631663,0,0
1179,PRADO CONSERVATION CAMP #28,STATE,78,-0.11923076923077744,-4.65000000000032,-0.024696356275305413,-0.9631578947369112
1180,VENTURA YOUTH CORRECTIONAL FACILITY,STATE,179,0.01295546558704437,0.5052631578947304,0,0
1181,CALDWELL COUNTY DETENTION CENTER,COUNTY,174,0.11639676113359686,4.539473684210278,-0.003643724696356431,-0.1421052631579008
1183,NORTHWEST OHIO JUVENILE DETENTION CENTER,COUNTY,36,-0.07914979757085788,-3.0868421052634574,-0.006477732793522696,-0.25263157894738514
1187,PINE GROVE CONSERVATION CAMP,STATE,39,-0.21052631578949113,-8.210526315790155,-0.0022267206477733846,-0.086842105263162
1188,"CALIFORNIA STATE PRISON, SACRAMENTO (SAC)",STATE,2167,-0.009919028340086953,-0.3868421052633912,0.014372469635627615,0.560526315789477
1190,COLUMBUS COUNTY JAIL,COUNTY,145,0.14655870445343636,5.715789473684018,-0.029554655870447435,-1.15263157894745
1191,CRAVEN COUNTY JAIL,COUNTY,255,0.3917004048582934,15.276315789473442,-0.024898785425104476,-0.9710526315790745
1195,KENOSHA COUNTY DETENTION CENTER,COUNTY,419,-0.05222672064777921,-2.036842105263389,0.0048582995951416815,0.18947368421052557
1196,GARDEN COUNTY JAIL,COUNTY,4,0.0961538461538478,3.750000000000064,0,0
1197,VERNON PARISH JAIL,COUNTY,142,0.3196356275303887,12.46578947368516,0.017813765182184766,0.6947368421052059
1201,HILLSBOROUGH COUNTY CORRECTIONS CENTER,COUNTY,536,0.011538461538459987,0.44999999999993945,0,0
1202,BELKNAP COUNTY HOUSE OF CORRECTIONS,COUNTY,96,0.023886639676113933,0.9315789473684434,0,0
1203,JUNCTION CITY POLICE DEPARTMENT,LOCAL,2,0.00971659919028185,0.3789473684209922,0,0
1204,GREENSBORO DETENTION CENTER,COUNTY,690,-0.023684210526321407,-0.9236842105265349,-4.0485829959518066e-4,-0.015789473684212046
1208,HARNETT COUNTY JAIL,COUNTY,213,0.2034412955465525,7.934210526315547,-0.007287449392713655,-0.28421052631583255
1209,HENDERSON COUNTY DETENTION CENTER,COUNTY,153,0.01558704453441097,0.6078947368420278,0,0
1210,JOHNSTON COUNTY DETENTION CENTER,COUNTY,200,0.14331983805667467,5.589473684210312,-0.006275303643725667,-0.244736842105301
1213,MECKLENBURG COUNTY JAIL NORTH,COUNTY,85,0.45526315789473554,17.755263157894685,-0.0058704453441298645,-0.22894736842106472
1215,LINCOLN COUNTY DETENTION CENTER,COUNTY,127,0.13987854251011664,5.4552631578945485,-0.007287449392712862,-0.2842105263158016
1216,LAKE COUNTY JAIL,COUNTY,17,0,0,0,0
1218,HARDEE WORK CAMP,STATE,279,0.5493927125506235,21.426315789474316,0.021255060728745424,0.8289473684210715
1219,NORTHERN NH CORRECTIONAL FACILITY,STATE,641,-0.006680161943319493,-0.26052631578946023,0,0
121,PETTIS COUNTY JAIL,COUNTY,143,-0.03360323886640833,-1.3105263157899247,0.010121457489878992,0.3947368421052807
1220,AVON PARK WORK CAMP,STATE,496,0.6536437246963744,25.492105263158603,0.02267206477732839,0.8842105263158072
1221,NORTH END TRANSITIONAL HOUSING UNIT / WORK CENTER,STATE,45,0.04635627530364259,1.807894736842061,0,0
1222,NEW RIVER CORRECTIONAL WORK CAMP,STATE,421,0.47894736842107033,18.678947368421742,0.030769230769230636,1.1999999999999948
1224,WHATCOM COUNTY JAIL INTERIM WORK CENTER,COUNTY,130,2.0242914979745212e-4,0.007894736842100633,0,0
1225,MOORE COUNTY JAIL,COUNTY,135,0.2240890688259077,8.7394736842104,-0.009109311740891374,-0.3552631578947636
1227,NEW HANOVER COUNTY DETENTION CENTER,COUNTY,569,0.3032388663967508,11.82631578947328,-0.07591093117409486,-2.9605263157897
1230,VAN ZANDT COUNTY JAIL,COUNTY,127,0.07995951417004549,3.118421052631774,-0.0032388663967625577,-0.12631578947373975
1231,JOHN H. SUNUNU YOUTH SERVICES CENTER,STATE,60,0.011538461538459987,0.44999999999993945,0,0
1232,CONCORD TRANSITIONAL WORK CENTER,STATE,153,0.04635627530364259,1.807894736842061,0,0
1233,MESA VERDE DETENTION FACILITY,MULTI,387,0.1477732793522424,5.7631578947374535,-0.009109311740891652,-0.3552631578947744
1234,ORANGE COUNTY DETENTION CENTER,COUNTY,83,0.022874493927114735,0.8921052631574746,-0.005465587044534865,-0.21315789473685975
1235,MORRILL COUNTY JAIL / SHERIFF,COUNTY,4,0.1544534412955451,6.02368421052626,0,0
1236,BROWARD TRANSITIONAL CENTER,FEDERAL,573,0.6471659919028511,25.23947368421119,-0.0012145748987854935,-0.047368421052634245
1237,CALUMET TRANSITIONAL HOUSING UNIT,STATE,69,0.011538461538459987,0.44999999999993945,0,0
1238,CI GREAT PLAINS,FEDERAL,1849,0.21093117408907325,8.226315789473857,0.0170040485829962,0.6631578947368518
1239,SHEA FARM TRANSITIONAL HOUSING UNIT,STATE,49,0.04534412955465494,1.7684210526315425,0,0
123,RUNNELS COUNTY JAIL,COUNTY,36,0.21882591093119505,8.534210526316606,-0.012348178137652564,-0.48157894736845003
1240,CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX,MULTI,1278,0.11396761133602261,4.444736842104882,-0.051417004048582446,-2.0052631578947153
1241,FCI ENGLEWOOD CAMP,FEDERAL,159,-0.0018218623481788849,-0.07105263157897651,0,0
1243,PENDER COUNTY JAIL,COUNTY,95,0.44068825910931086,17.186842105263125,-0.017611336032391584,-0.6868421052632718
1245,PITT COUNTY DETENTION CENTER,COUNTY,312,0.08016194331983334,3.1263157894735003,-0.031578947368423496,-1.2315789473685164
1247,TULIA TRANSFER FACILITY,STATE,584,0.38724696356276467,15.102631578947822,0,0
1256,TRANSYLVANIA COUNTY DETENTION CENTER,COUNTY,61,-0.020647773279355484,-0.8052631578948639,0,0
1257,UNION COUNTY JAIL,COUNTY,215,0.35890688259109005,13.997368421052512,-0.0054655870445347735,-0.21315789473685617
1258,PLAQUEMINES PARISH DETENTION CENTER,COUNTY,425,0.21659919028342142,8.447368421053435,-0.03967611336032754,-1.547368421052774
1259,HENNEPIN COUNTY JAIL - CITY HALL,COUNTY,331,-0.10607287449393207,-4.136842105263351,0.001821862348177935,0.07105263157893947
1260,WEST TEXAS DETENTION FACILITY,FEDERAL,170,0.31781376518219884,12.394736842105754,0,0
1262,CHESHIRE COUNTY DEPARTMENT OF CORRECTIONS,COUNTY,94,0.08906882591093368,3.4736842105264136,0,0
1267,EL DORADO COUNTY JAIL - SOUTH LAKE TAHOE,COUNTY,141,0,0,0,0
1268,BUFFALO COUNTY DETENTION CENTER,COUNTY,103,0.009311740890684162,0.36315789473668236,0.0038461538461539123,0.15000000000000258
1270,ANSON CI - FEMALE,STATE,1000,0.23340080971659846,9.10263157894734,-0.024898785425102567,-0.9710526315790001
1272,MAURY CORRECTIONAL INSTITUTION,STATE,1258,0.07692307692307197,2.999999999999807,-0.06518218623482165,-2.5421052631580445
1275,FCI TALLAHASSEE DETENTION CENTER,FEDERAL,92,0.39311740890690156,15.331578947369161,0.01072874493926957,0.41842105263151325
1276,IMPERIAL REGIONAL DETENTION FACILITY,FEDERAL,700,0.24959514170038713,9.734210526315097,0.47226720647773435,18.41842105263164
1279,WASHINGTON COUNTY DETENTION FACILITY,COUNTY,10,0.3301619433198378,12.876315789473674,0.0767206477732801,2.992105263157924
1280,WAYNE COUNTY DETENTION CENTER,COUNTY,250,0.25121457489878146,9.797368421052477,-0.016194331983807587,-0.6315789473684958
1281,AIKEN COUNTY DETENTION CENTER,COUNTY,413,0.3771255060728808,14.707894736842352,0.006882591093116365,0.2684210526315382
1282,KARNES COUNTY RESIDENTIAL CENTER,MULTI,111,0.4091093117409116,15.955263157895551,0.04352226720647802,1.6973684210526427
1283,HUTCHINSON COUNTY JAIL,COUNTY,46,0.42206477732794834,16.460526315789984,0,0
1284,JACKSON COUNTY JAIL,COUNTY,69,-0.059716599190287795,-2.328947368421224,0,0
1285,LEE COUNTY SHERIFF'S DEPARTMENT,COUNTY,96,0.1718623481781326,6.702631578947171,-0.006477732793522834,-0.2526315789473905
1287,YOUNG MEDICAL FACILITY COMPLEX,STATE,432,0.5635627530364656,21.97894736842216,0.06032388663967572,2.3526315789473533
1292,FCI SHERIDAN,FEDERAL,1176,0.013157894736840318,0.5131578947367724,0,0
1296,FDC SHERIDAN,FEDERAL,26,0.013157894736840318,0.5131578947367724,0,0
1298,ESSEX COUNTY CORRECTIONAL FACILITY,COUNTY,1638,0.004858299595135632,0.18947368421028965,-0.0018218623481785425,-0.07105263157896316
129,LATIMER COUNTY JAIL,COUNTY,28,0.014777327935226143,0.5763157894738196,0.03157894736841843,1.2315789473683187
1305,CHESAPEAKE DETENTION FACILITY,STATE,415,0.04028340080970963,1.5710526315786755,0.0020242914979755372,0.07894736842104595
1306,WICOMICO COUNTY DETENTION CENTER,COUNTY,384,-0.07914979757086045,-3.0868421052635577,-0.030364372469637364,-1.184210526315857
1307,POLK COUNTY JAIL,COUNTY,187,0.29676113360326184,11.573684210527212,0.022874493927125095,0.8921052631578787
1308,BALTIMORE PRE-RELEASE UNIT,STATE,193,0.04028340080970963,1.5710526315786755,0.0020242914979755372,0.07894736842104595
1309,DARE COUNTY JAIL,COUNTY,62,-0.15060728744939655,-5.8736842105264655,0.00951417004048515,0.3710526315789209
130,RANDOLPH COUNTY JAIL,COUNTY,49,-0.08724696356276285,-3.402631578947751,0.02773279352226728,1.0815789473684239
1310,CALHOUN COUNTY JAIL,COUNTY,300,-0.1072874493927211,-4.1842105263161224,-0.007692307692308069,-0.3000000000000147
1311,CAMERON PARISH JAIL,COUNTY,26,0.0034412955465695774,0.13421052631621352,-0.0026315789473692645,-0.10263157894740131
1312,CI BIG SPRING,FEDERAL,3424,0.40789473684211675,15.907894736842554,-0.003441295546558902,-0.13421052631579716
1313,MONTGOMERY COUNTY DETENTION CENTER / CPU,COUNTY,62,0.0038461538461446653,0.14999999999964195,-0.0052631578947372045,-0.20526315789475097
1316,MONTGOMERY COUNTY PRE-RELEASE AND REENTRY SERVICES,COUNTY,130,-0.05364372469636625,-2.0921052631582837,-0.002631578947368736,-0.1026315789473807
1317,MONTGOMERY COUNTY CORRECTIONAL FACILITY,COUNTY,563,0.08623481781376112,3.3631578947366836,8.097165991902645e-4,0.03157894736842032
1318,GREEN RIDGE YOUTH CENTER,STATE,29,-0.05344129554656629,-2.0842105263160855,-0.0012145748987854935,-0.047368421052634245
1319,WASHINGTON COUNTY DETENTION CENTER,COUNTY,290,-0.12368421052632356,-4.8236842105266184,0.004453441295546646,0.1736842105263192
14,SHACKELFORD COUNTY JAIL,COUNTY,11,0.10627530364373133,4.144736842105522,-0.0034412955465591712,-0.13421052631580768
1320,JENNIFER ROAD DETENTION CENTER,COUNTY,445,0.19433198380566938,7.5789473684211055,0.008097165991902858,0.31578947368421145
1321,BOONE COUNTY JAIL,COUNTY,573,-0.03805668016195431,-1.484210526316218,6.072874493925644e-4,0.02368421052631001
1326,PUERTA LA CRUZ CONSERVATION CAMP #14,STATE,120,0.11012145748987412,4.294736842105091,-0.0034412955465588538,-0.1342105263157953
1327,FCI TERRE HAUTE CAMP,FEDERAL,324,-0.050809716599200846,-1.981578947368833,-0.005060728744938758,-0.19736842105261154
1330,STANLEY COUNTY DETENTION CENTER,COUNTY,100,0.1712550607287435,6.678947368420997,-0.020647773279353302,-0.8052631578947788
1333,THRESHOLD INCORPORATED,STATE,32,0.04028340080970963,1.5710526315786755,0.0020242914979755372,0.07894736842104595
1334,SOUTHEAST CORRECTIONAL CENTER,STATE,1600,-0.04149797570850795,-1.6184210526318101,-0.013765182186234529,-0.5368421052631466
1335,NORTHEAST CORRECTIONAL CENTER,STATE,2072,-0.11153846153847356,-4.350000000000469,-0.013360323886640763,-0.5210526315789897
1336,BAYOU DORCHEAT CORRECTIONAL CENTER,COUNTY,407,0.25870445344130977,10.08947368421108,0.038866396761134674,1.5157894736842523
1338,PRINCE GEORGE'S COUNTY CORRECTIONAL CENTER,COUNTY,952,-0.027935222672075426,-1.0894736842109416,-0.011943319838057562,-0.4657894736842449
1340,SOMERSET COUNTY DETENTION CENTER,COUNTY,57,-0.003036437246973566,-0.11842105263196907,-0.02206477732793683,-0.8605263157895364
1341,DORCHESTER COUNTY DETENTION CENTER,COUNTY,138,0.08400809716598834,3.276315789473545,0.02550607287449417,0.9947368421052726
1342,HARFORD COUNTY DETENTION CENTER,COUNTY,353,0.013967611336026297,0.5447368421050256,-6.072874493930031e-4,-0.02368421052632712
1344,KENT COUNTY DETENTION CENTER,COUNTY,73,0.09210526315788933,3.592105263157684,0.016194331983805786,0.6315789473684257
1346,CAROLINE COUNTY DETENTION CENTER,COUNTY,96,0.14696356275303227,5.731578947368258,0.009514170040485662,0.3710526315789408
134,NORTH CENTRAL CORRECTIONAL FACILITY,STATE,485,-0.04149797570851022,-1.6184210526318987,0.013157894736842115,0.5131578947368425
1350,TALBOT COUNTY DETENTION CENTER,COUNTY,67,0.23643724696356114,9.221052631578884,0.05263157894736938,2.052631578947406
1351,LOWER EASTERN SHORE CHILDREN'S CENTER,STATE,18,-0.07914979757086045,-3.0868421052635577,-0.030364372469637364,-1.184210526315857
1353,FCI BUTNER MEDIUM I,FEDERAL,662,-0.09676113360325254,-3.773684210526849,-0.012550607287449975,-0.48947368421054904
1354,CALIPATRIA STATE PRISON (CAL),STATE,3711,0.3331983805667871,12.994736842104697,0.7131578947368514,27.813157894737206
1355,FCI BUTNER MEDIUM II,FEDERAL,1549,-0.0827935222672191,-3.228947368421545,-0.00769230769230805,-0.300000000000014
1356,MIDDLESEX COUNTY ADULT CORRECTION CENTER,COUNTY,1182,0.1888663967611315,7.365789473684129,0.013157894736842339,0.51315789473685125
1357,SOUTH TEXAS ICE PROCESSING CENTER,FEDERAL,1581,0.07105263157895432,2.7710526315792183,-0.012145748987856215,-0.47368421052639237
1358,LEAVENWORTH DETENTION CENTER,FEDERAL,1100,0.04838056680161168,1.8868421052628555,0.052024291497977083,2.028947368421106
1359,ALLEGANY COUNTY DETENTION CENTER,COUNTY,142,0.025506072874487088,0.9947368421049965,0.004251012145749046,0.1657894736842128
135,ANAMOSA STATE PENITENTIARY,STATE,927,-0.08400809716600192,-3.276315789474075,0.006680161943319716,0.26052631578946894
1361,ALEXANDER CORRECTIONAL INSTITUTION,STATE,1180,0.03522267206476742,1.3736842105259293,-0.003643724696356431,-0.1421052631579008
1362,ORDNANCE ROAD CORRECTIONAL CENTER,COUNTY,305,0.0414979757084949,1.6184210526313012,-0.00748987854251066,-0.29210526315791574
1363,CALVERT COUNTY DETENTION CENTER,COUNTY,199,-0.18097165991904265,-7.057894736842663,-0.012955465587045197,-0.5052631578947626
1364,BERTIE CORRECTIONAL INSTITUTION,STATE,1504,0.4356275303643729,16.989473684210544,0.05465587044534298,2.1315789473683764
1365,FREDERICK COUNTY WORK RELEASE FACILITY,COUNTY,55,0.14412955465586674,5.621052631578803,0.0056680161943318446,0.22105263157894195
1366,GARRETT COUNTY JAIL,COUNTY,42,0.007287449392712572,0.2842105263157903,0,0
1367,CARTERET CORRECTIONAL CENTER,STATE,300,0.2123481781376559,8.281578947368581,-0.05384615384615821,-2.10000000000017
1368,HOWARD COUNTY DETENTION CENTER,COUNTY,283,-0.03178137651822719,-1.2394736842108605,-0.0028340080971663616,-0.1105263157894881
136,IOWA MEDICAL & CLASSIFICATION CENTER,STATE,894,-0.024696356275310565,-0.963157894737112,0.0068825910931170015,0.2684210526315631
1371,DAVIDSON CORRECTIONAL CENTER,STATE,258,0.12672064777327768,4.9421052631578295,-0.011133603238866944,-0.4342105263158108
1372,MIDDLESEX COUNTY JUVENILE DETENTION CENTER,COUNTY,56,0.1888663967611315,7.365789473684129,0.013157894736842339,0.51315789473685125
1373,MORRISON CORRECTIONAL INSTITUTION,STATE,739,0.2892712550607265,11.281578947368333,-0.016396761133604568,-0.6394736842105782
1374,NASH CORRECTIONAL INSTITUTION,STATE,652,0.15748987854250485,6.142105263157689,-0.009716599190284256,-0.378947368421086
1375,ST. MARY'S COUNTY DETENTION CENTER,COUNTY,198,-0.10242914979758282,-3.9947368421057297,-0.021255060728746004,-0.8289473684210942
1376,WORCESTER COUNTY JAIL,COUNTY,184,-0.017813765182196795,-0.694736842105675,-0.015991902834009235,-0.6236842105263601
1378,NEW HANOVER CORRECTIONAL CENTER,STATE,387,0.3006072874493825,11.723684210525917,-0.0712550607287511,-2.7789473684212926
1380,WASHINGTON COUNTY CORRECTIONAL FACILITY,COUNTY,213,0.3062753036437376,11.944736842105767,0.21963562753036958,8.565789473684413
1381,BALTIMORE CITY CORRECTIONAL CENTER,STATE,503,0.04028340080970963,1.5710526315786755,0.0020242914979755372,0.07894736842104595
1383,NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN,STATE,1646,0.12267206477732155,4.78421052631554,-0.008097165991903443,-0.31578947368423427
1384,ORANGE CORRECTIONAL CENTER,STATE,198,0.09999999999998979,3.899999999999602,-0.0030364372469641235,-0.11842105263160081
1385,PAMLICO CORRECTIONAL INSTITUTION,STATE,561,0.27854251012145126,10.863157894736599,-0.033198380566805526,-1.2947368421054155
1387,METROPOLITAN TRANSITION CENTER,STATE,202,0.04028340080970963,1.5710526315786755,0.0020242914979755372,0.07894736842104595
1389,EAST BATON ROUGE PRISON,COUNTY,1594,0.3552631578947615,13.855263157895697,0.027327935222671015,1.0657894736841695
138,SALINE COUNTY JAIL,COUNTY,53,0.04939271255060149,1.9263157894734582,0.03279352226720761,1.2789473684210968
1390,BROCKBRIDGE CORRECTIONAL FACILITY,STATE,660,-0.03704453441296332,-1.4447368421055695,-0.0028340080971663616,-0.1105263157894881
